,0,1
0,6,0.1
1,6,0.2
2,6,0.30000000000000004
3,6,0.4
4,6,0.5
5,6,0.6
6,6,0.7
7,6,0.7999999999999999
8,6,0.8999999999999999
9,6,0.9999999999999999
10,6,1.0999999999999999
11,6,0.14453983327606715
12,6,0.24453983327606715
13,6,0.3445398332760672
14,6,0.44453983327606716
15,6,0.5445398332760671
16,6,0.6445398332760671
17,6,0.7445398332760671
18,6,0.8445398332760671
19,6,0.944539833276067
20,6,1.0445398332760671
21,6,0.29724155171815014
22,6,0.3972415517181501
23,6,0.4972415517181501
24,6,0.5972415517181501
25,6,0.69724155171815
26,6,0.79724155171815
27,6,0.89724155171815
28,6,0.99724155171815
29,6,1.09724155171815
30,6,0.2648308193127883
31,6,0.36483081931278827
32,6,0.46483081931278825
33,6,0.5648308193127882
34,6,0.6648308193127882
35,6,0.7648308193127882
36,6,0.8648308193127882
37,6,0.9648308193127881
38,6,1.0648308193127882
39,6,0.36909499201015616
40,6,0.46909499201015614
41,6,0.5690949920101561
42,6,0.6690949920101561
43,6,0.7690949920101561
44,6,0.869094992010156
45,6,0.969094992010156
46,6,1.069094992010156
47,6,0.26959578753413327
48,6,0.36959578753413325
49,6,0.4695957875341332
50,6,0.5695957875341332
51,6,0.6695957875341332
52,6,0.7695957875341332
53,6,0.8695957875341331
54,6,0.9695957875341331
55,6,1.069595787534133
56,6,0.2187750760143345
57,6,0.3187750760143345
58,6,0.4187750760143345
59,6,0.5187750760143345
60,6,0.6187750760143345
61,6,0.7187750760143344
62,6,0.8187750760143344
63,6,0.9187750760143344
64,6,1.0187750760143344
65,6,0.4451470442335481
66,6,0.5451470442335481
67,6,0.6451470442335481
68,6,0.745147044233548
69,6,0.845147044233548
70,6,0.945147044233548
71,6,1.045147044233548
72,6,0.3783040347745955
73,6,0.4783040347745955
74,6,0.5783040347745955
75,6,0.6783040347745954
76,6,0.7783040347745954
77,6,0.8783040347745954
78,6,0.9783040347745954
79,6,1.0783040347745954
80,6,0.401355167234692
81,6,0.501355167234692
82,6,0.601355167234692
83,6,0.7013551672346919
84,6,0.8013551672346919
85,6,0.9013551672346919
86,6,1.0013551672346919
87,6,0.2423449332716172
88,6,0.3423449332716172
89,6,0.44234493327161717
90,6,0.5423449332716171
91,6,0.6423449332716171
92,6,0.7423449332716171
93,6,0.8423449332716171
94,6,0.9423449332716171
95,6,1.042344933271617
96,6,0.2876339257010626
97,6,0.3876339257010626
98,6,0.48763392570106256
99,6,0.5876339257010625
100,6,0.6876339257010625
101,6,0.7876339257010625
102,6,0.8876339257010625
103,6,0.9876339257010625
104,6,1.0876339257010625
105,6,0.2079009139537978
106,6,0.3079009139537978
107,6,0.4079009139537978
108,6,0.5079009139537978
109,6,0.6079009139537978
110,6,0.7079009139537977
111,6,0.8079009139537977
112,6,0.9079009139537977
113,6,1.0079009139537978
114,6,0.27027810040144984
115,6,0.3702781004014498
116,6,0.4702781004014498
117,6,0.5702781004014498
118,6,0.6702781004014498
119,6,0.7702781004014497
120,6,0.8702781004014497
121,6,0.9702781004014497
122,6,1.0702781004014497
123,6,0.43642770848336554
124,6,0.5364277084833655
125,6,0.6364277084833655
126,6,0.7364277084833655
127,6,0.8364277084833655
128,6,0.9364277084833654
