,0,1,2,3,4,5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.4,0.4,0.4,0.0,0.0,0.0
3,0.8,0.8,0.8,0.0,0.0,0.0
4,0.8,0.8,0.8,0.0,0.0,0.0
5,0.8,0.8,0.8,0.0,0.0,0.0
6,0.1543605101788875,0.1646962568711165,0.24729808115824692,0.8584737211333479,0.6,0.6
7,0.1543605101788875,0.1646962568711165,0.24729808115824692,0.8584737211333479,0.6,0.6
8,0.1543605101788875,0.1646962568711165,0.24729808115824692,0.8584737211333479,0.6,0.6
9,0.1543605101788875,0.1646962568711165,0.24729808115824692,0.8584737211333479,0.6,0.6
10,0.5543605101788875,0.5646962568711165,0.6472980811582469,0.8584737211333479,0.6,0.6
11,0.9543605101788876,0.9646962568711165,0.08228649609472781,0.14633001365794465,0.09150634388760624,0.17366800566996082
12,0.9543605101788876,0.9646962568711165,0.08228649609472781,0.14633001365794465,0.09150634388760624,0.17366800566996082
13,0.9543605101788876,0.9646962568711165,0.08228649609472781,0.14633001365794465,0.09150634388760624,0.17366800566996082
14,0.16707769055671395,0.1339906549921347,0.48228649609472785,0.11683147067236495,0.6915063438876062,0.7736680056699607
15,0.16707769055671395,0.1339906549921347,0.48228649609472785,0.11683147067236495,0.6915063438876062,0.7736680056699607
16,0.16707769055671395,0.1339906549921347,0.48228649609472785,0.11683147067236495,0.6915063438876062,0.7736680056699607
17,0.16707769055671395,0.1339906549921347,0.48228649609472785,0.11683147067236495,0.6915063438876062,0.7736680056699607
18,0.567077690556714,0.5339906549921347,0.8822864960947279,0.11683147067236495,0.6915063438876062,0.7736680056699607
19,0.967077690556714,0.9339906549921347,0.027760549914784577,0.716831470672365,0.6915063438876062,0.7736680056699607
20,0.967077690556714,0.9339906549921347,0.027760549914784577,0.716831470672365,0.6915063438876062,0.7736680056699607
21,0.967077690556714,0.9339906549921347,0.027760549914784577,0.716831470672365,0.6915063438876062,0.7736680056699607
22,0.2099359333142477,0.11889709563162792,0.4277605499147846,0.8071158845647841,0.4012074190957806,0.30764767450999764
23,0.2099359333142477,0.11889709563162792,0.4277605499147846,0.8071158845647841,0.4012074190957806,0.30764767450999764
24,0.2099359333142477,0.11889709563162792,0.4277605499147846,0.8071158845647841,0.4012074190957806,0.30764767450999764
25,0.2099359333142477,0.11889709563162792,0.4277605499147846,0.8071158845647841,0.4012074190957806,0.30764767450999764
26,0.6099359333142478,0.5188970956316279,0.8277605499147846,0.8071158845647841,0.4012074190957806,0.30764767450999764
27,0.31894806283211286,0.9188970956316279,0.15727717186168866,0.7369656752937532,0.044114566598458554,0.9076476745099976
28,0.31894806283211286,0.9188970956316279,0.15727717186168866,0.7369656752937532,0.044114566598458554,0.9076476745099976
29,0.31894806283211286,0.9188970956316279,0.15727717186168866,0.7369656752937532,0.044114566598458554,0.9076476745099976
30,0.7189480628321129,0.17245976864955437,0.5572771718616887,0.10460123438310381,0.6441145665984586,0.0816139689704819
31,0.7189480628321129,0.17245976864955437,0.5572771718616887,0.10460123438310381,0.6441145665984586,0.0816139689704819
32,0.7189480628321129,0.17245976864955437,0.5572771718616887,0.10460123438310381,0.6441145665984586,0.0816139689704819
33,0.7189480628321129,0.17245976864955437,0.5572771718616887,0.10460123438310381,0.6441145665984586,0.0816139689704819
34,0.29816787443878834,0.5724597686495544,0.9572771718616887,0.7046012343831038,0.6441145665984586,0.0816139689704819
35,0.6981678744387884,0.9724597686495544,0.12353938959233947,0.10404114732548168,0.14886078274516434,0.6816139689704819
36,0.6981678744387884,0.9724597686495544,0.12353938959233947,0.10404114732548168,0.14886078274516434,0.6816139689704819
37,0.6981678744387884,0.9724597686495544,0.12353938959233947,0.10404114732548168,0.14886078274516434,0.6816139689704819
38,0.30272554066100565,0.1846606877792577,0.5235393895923395,0.22976395842131062,0.7488607827451643,0.206768969638156
39,0.30272554066100565,0.1846606877792577,0.5235393895923395,0.22976395842131062,0.7488607827451643,0.206768969638156
